RetainedTxp	DuplicateTxp
lcl|NT_033779.5_cds_NP_723882.1_9455	lcl|NT_033779.5_cds_NP_001162976.1_9456
lcl|NT_033779.5_cds_NP_723882.1_9455	lcl|NT_033779.5_cds_NP_001162978.1_9458
lcl|NT_033779.5_cds_NP_723882.1_9455	lcl|NT_033779.5_cds_NP_001162979.1_9459
lcl|NC_004354.4_cds_NP_001284939.1_1443	lcl|NC_004354.4_cds_NP_727085.2_1444
lcl|NT_037436.4_cds_NP_001246580.1_18094	lcl|NT_037436.4_cds_NP_001137878.2_18095
lcl|NT_033777.3_cds_NP_001262427.1_24706	lcl|NT_033777.3_cds_NP_001262428.1_24707
lcl|NT_033778.4_cds_NP_611457.1_15693	lcl|NT_033778.4_cds_NP_001286627.1_15694
lcl|NT_033779.5_cds_NP_001260679.1_11057	lcl|NT_033779.5_cds_NP_524733.2_11058
lcl|NT_033779.5_cds_NP_609663.2_9253	lcl|NT_033779.5_cds_NP_001260446.1_9254
lcl|NT_033778.4_cds_NP_001246495.1_17068	lcl|NT_033778.4_cds_NP_611936.2_17069
lcl|NT_033778.4_cds_NP_001189004.1_17116	lcl|NT_033778.4_cds_NP_001246499.1_17117
lcl|NT_033777.3_cds_NP_649779.1_24308	lcl|NT_033777.3_cds_NP_001262368.1_24309
lcl|NT_037436.4_cds_NP_001097478.3_17907	lcl|NT_037436.4_cds_NP_001286911.1_17908
lcl|NC_004354.4_cds_NP_001096888.2_1375	lcl|NC_004354.4_cds_NP_572289.2_1376
lcl|NT_037436.4_cds_NP_524859.2_22939	lcl|NT_037436.4_cds_NP_001262203.1_22940
lcl|NT_033777.3_cds_NP_476709.1_26406	lcl|NT_033777.3_cds_NP_001287355.1_26407
lcl|NC_024512.1_cds_NP_001303582.1_30776	lcl|NC_024512.1_cds_NP_001303587.1_30780
lcl|NT_033779.5_cds_NP_609270.1_8045	lcl|NT_033779.5_cds_NP_001285773.1_8046
lcl|NC_004354.4_cds_NP_511105.2_2395	lcl|NC_004354.4_cds_NP_001259402.1_2396
lcl|NT_033777.3_cds_NP_651979.1_26185	lcl|NT_033777.3_cds_NP_001262596.1_26186
lcl|NT_033778.4_cds_NP_611695.1_16372	lcl|NT_033778.4_cds_NP_726217.2_16373
lcl|NT_037436.4_cds_NP_523946.1_19005	lcl|NT_037436.4_cds_NP_001163354.1_19006
lcl|NT_033779.5_cds_NP_609286.1_8105	lcl|NT_033779.5_cds_NP_001188753.1_8106
lcl|NT_033778.4_cds_NP_610487.3_12451	lcl|NT_033778.4_cds_NP_001260824.1_12452
lcl|NT_037436.4_cds_NP_523906.2_18382	lcl|NT_037436.4_cds_NP_001303386.1_18383
lcl|NT_033779.5_cds_NP_001036422.1_11139	lcl|NT_033779.5_cds_NP_001260697.1_11140
lcl|NT_033779.5_cds_NP_001036422.1_11139	lcl|NT_033779.5_cds_NP_001260698.1_11141
lcl|NT_037436.4_cds_NP_001036608.1_21168	lcl|NT_037436.4_cds_NP_996088.2_21169
lcl|NT_037436.4_cds_NP_001036608.1_21168	lcl|NT_037436.4_cds_NP_001261873.1_21170
lcl|NT_033779.5_cds_NP_477265.1_5721	lcl|NT_033779.5_cds_NP_001259847.1_5722
lcl|NT_033779.5_cds_NP_523560.2_9092	lcl|NT_033779.5_cds_NP_001260426.1_9093
lcl|NT_037436.4_cds_NP_524126.1_21793	lcl|NT_037436.4_cds_NP_001137962.1_21794
lcl|NT_033779.5_cds_NP_723215.1_7330	lcl|NT_033779.5_cds_NP_001260162.1_7331
lcl|NT_033779.5_cds_NP_724182.1_10382	lcl|NT_033779.5_cds_NP_001260572.1_10383
lcl|NT_033779.5_cds_NP_610117.1_11016	lcl|NT_033779.5_cds_NP_724352.1_11017
lcl|NT_033778.4_cds_NP_525118.2_16705	lcl|NT_033778.4_cds_NP_995929.2_16706
lcl|NT_033778.4_cds_NP_525118.2_16705	lcl|NT_033778.4_cds_NP_001286776.1_16707
lcl|NT_033777.3_cds_NP_477224.1_24382	lcl|NT_033777.3_cds_NP_599138.3_24383
lcl|NT_037436.4_cds_NP_477403.1_17835	lcl|NT_037436.4_cds_NP_001261289.1_17836
lcl|NT_037436.4_cds_NP_477403.1_17835	lcl|NT_037436.4_cds_NP_001261290.1_17837
lcl|NT_033779.5_cds_NP_609407.1_8496	lcl|NT_033779.5_cds_NP_001260350.1_8497
lcl|NT_033777.3_cds_NP_001368996.1_23989	lcl|NT_033777.3_cds_NP_996169.1_23990
lcl|NT_033777.3_cds_NP_001368996.1_23989	lcl|NT_033777.3_cds_NP_996172.1_23991
lcl|NT_033777.3_cds_NP_476577.3_24985	lcl|NT_033777.3_cds_NP_001027170.1_24986
lcl|NC_004354.4_cds_NP_523438.1_5383	lcl|NC_004354.4_cds_NP_001259781.1_5384
lcl|NC_004354.4_cds_NP_523438.1_5383	lcl|NC_004354.4_cds_NP_001259782.1_5385
lcl|NC_004354.4_cds_NP_523438.1_5383	lcl|NC_004354.4_cds_NP_001259783.1_5386
lcl|NC_004354.4_cds_NP_523438.1_5383	lcl|NC_004354.4_cds_NP_001259784.1_5387
lcl|NC_004354.4_cds_NP_523438.1_5383	lcl|NC_004354.4_cds_NP_001033860.1_5388
lcl|NT_033777.3_cds_NP_651360.1_28861	lcl|NT_033777.3_cds_NP_001262950.1_28862
lcl|NT_033779.5_cds_NP_523515.1_7997	lcl|NT_033779.5_cds_NP_001162915.1_7998
lcl|NT_033779.5_cds_NP_523515.1_7997	lcl|NT_033779.5_cds_NP_001285767.1_7999
lcl|NT_033778.4_cds_NP_995940.2_17107	lcl|NT_033778.4_cds_NP_001286854.1_17108
lcl|NT_033778.4_cds_NP_611217.1_14948	lcl|NT_033778.4_cds_NP_001286533.1_14949
lcl|NT_033778.4_cds_NP_476682.1_14776	lcl|NT_033778.4_cds_NP_001261035.1_14777
lcl|NT_033778.4_cds_NP_476731.1_15608	lcl|NT_033778.4_cds_NP_001027440.1_15609
lcl|NT_037436.4_cds_NP_648357.1_20002	lcl|NT_037436.4_cds_NP_729546.1_20003
lcl|NT_033777.3_cds_NP_650836.1_27268	lcl|NT_033777.3_cds_NP_732456.1_27269
lcl|NT_033777.3_cds_NP_650836.1_27268	lcl|NT_033777.3_cds_NP_732457.1_27270
lcl|NT_033777.3_cds_NP_730864.1_23408	lcl|NT_033777.3_cds_NP_730865.1_23409
lcl|NT_033777.3_cds_NP_730864.1_23408	lcl|NT_033777.3_cds_NP_788576.1_23410
lcl|NT_037436.4_cds_NP_647678.3_17884	lcl|NT_037436.4_cds_NP_001286910.1_17885
lcl|NT_033777.3_cds_NP_001262386.1_24445	lcl|NT_033777.3_cds_NP_001262387.1_24446
lcl|NT_033777.3_cds_NP_001262386.1_24445	lcl|NT_033777.3_cds_NP_001027155.1_24447
lcl|NT_033777.3_cds_NP_001262386.1_24445	lcl|NT_033777.3_cds_NP_001027156.1_24448
lcl|NT_033777.3_cds_NP_001262386.1_24445	lcl|NT_033777.3_cds_NP_001303499.1_24449
lcl|NT_033777.3_cds_NP_731605.2_25223	lcl|NT_033777.3_cds_NP_001287290.1_25224
lcl|NC_004354.4_cds_NP_572468.1_1918	lcl|NC_004354.4_cds_NP_001245578.1_1919
lcl|NT_033779.5_cds_NP_608919.1_6880	lcl|NT_033779.5_cds_NP_001285621.1_6881
lcl|NT_033779.5_cds_NP_608919.1_6880	lcl|NT_033779.5_cds_NP_001285622.1_6882
lcl|NC_004354.4_cds_NP_572542.1_2174	lcl|NC_004354.4_cds_NP_001285041.1_2175
lcl|NT_033779.5_cds_NP_477490.1_6435	lcl|NT_033779.5_cds_NP_001014464.1_6436
lcl|NT_033779.5_cds_NP_609621.1_9145	lcl|NT_033779.5_cds_NP_001260438.1_9146
lcl|NT_033777.3_cds_NP_650089.1_25207	lcl|NT_033777.3_cds_NP_731593.1_25208
lcl|NT_033779.5_cds_NP_723766.1_9037	lcl|NT_033779.5_cds_NP_001285880.1_9038
lcl|NT_033779.5_cds_NP_723766.1_9037	lcl|NT_033779.5_cds_NP_001246009.2_9039
lcl|NT_033779.5_cds_NP_001245835.1_5803	lcl|NT_033779.5_cds_NP_001259863.1_5804
lcl|NT_033779.5_cds_NP_609103.1_7461	lcl|NT_033779.5_cds_NP_723260.1_7462
lcl|NT_033778.4_cds_NP_523779.1_15022	lcl|NT_033778.4_cds_NP_001261061.1_15023
lcl|NT_033778.4_cds_NP_611668.1_16309	lcl|NT_033778.4_cds_NP_001163252.2_16310
lcl|NT_033777.3_cds_NP_001163698.1_28187	lcl|NT_033777.3_cds_NP_001262866.1_28188
lcl|NT_033777.3_cds_NP_651782.1_30025	lcl|NT_033777.3_cds_NP_733355.1_30026
lcl|NT_033777.3_cds_NP_651782.1_30025	lcl|NT_033777.3_cds_NP_996312.1_30027
lcl|NT_033777.3_cds_NP_651782.1_30025	lcl|NT_033777.3_cds_NP_733356.2_30028
lcl|NC_004354.4_cds_NP_001027074.1_4866	lcl|NC_004354.4_cds_NP_001027075.1_4867
lcl|NT_037436.4_cds_NP_648010.1_18897	lcl|NT_037436.4_cds_NP_001303385.1_18898
lcl|NT_033779.5_cds_NP_609507.1_8777	lcl|NT_033779.5_cds_NP_001260386.1_8778
lcl|NT_037436.4_cds_NP_001097502.1_18595	lcl|NT_037436.4_cds_NP_647899.1_18596
lcl|NT_037436.4_cds_NP_001262144.1_22713	lcl|NT_037436.4_cds_NP_649299.2_22714
lcl|NT_037436.4_cds_NP_649228.1_22501	lcl|NT_037436.4_cds_NP_001262113.1_22502
lcl|NT_037436.4_cds_NP_649228.1_22501	lcl|NT_037436.4_cds_NP_001262114.1_22503
lcl|NT_037436.4_cds_NP_477058.1_17744	lcl|NT_037436.4_cds_NP_728644.1_17745
lcl|NT_037436.4_cds_NP_649075.1_22057	lcl|NT_037436.4_cds_NP_001246828.1_22058
lcl|NT_033777.3_cds_NP_651008.1_27883	lcl|NT_033777.3_cds_NP_001262823.1_27884
lcl|NT_033777.3_cds_NP_651819.1_30174	lcl|NT_033777.3_cds_NP_733396.3_30175
lcl|NT_037436.4_cds_NP_648887.1_21521	lcl|NT_037436.4_cds_NP_730158.1_21522
lcl|NT_037436.4_cds_NP_648887.1_21521	lcl|NT_037436.4_cds_NP_001261942.1_21523
lcl|NT_033778.4_cds_NP_611185.3_14835	lcl|NT_033778.4_cds_NP_725650.3_14836
lcl|NT_033777.3_cds_NP_649963.1_24832	lcl|NT_033777.3_cds_NP_001262445.1_24833
lcl|NC_004354.4_cds_NP_569946.1_451	lcl|NC_004354.4_cds_NP_001259144.1_452
lcl|NT_033779.5_cds_NP_001245927.1_7437	lcl|NT_033779.5_cds_NP_001245929.1_7438
lcl|NT_033779.5_cds_NP_609149.3_7614	lcl|NT_033779.5_cds_NP_001285718.1_7615
lcl|NC_004354.4_cds_NP_727733.1_3285	lcl|NC_004354.4_cds_NP_001014740.1_3286
lcl|NC_004354.4_cds_NP_727733.1_3285	lcl|NC_004354.4_cds_NP_001014741.1_3287
lcl|NT_033778.4_cds_NP_610245.2_11539	lcl|NT_033778.4_cds_NP_001246154.1_11540
lcl|NT_033778.4_cds_NP_724887.2_12688	lcl|NT_033778.4_cds_NP_724888.2_12689
lcl|NT_033778.4_cds_NP_476905.1_15708	lcl|NT_033778.4_cds_NP_995904.1_15709
lcl|NT_037436.4_cds_NP_001189076.1_19837	lcl|NT_037436.4_cds_NP_001189077.1_19838
lcl|NT_037436.4_cds_NP_001189076.1_19837	lcl|NT_037436.4_cds_NP_001027116.1_19839
lcl|NT_037436.4_cds_NP_001189076.1_19837	lcl|NT_037436.4_cds_NP_001027117.1_19840
lcl|NT_033779.5_cds_NP_609923.2_10262	lcl|NT_033779.5_cds_NP_001286076.1_10263
lcl|NT_033779.5_cds_NP_609923.2_10262	lcl|NT_033779.5_cds_NP_001286077.1_10264
lcl|NT_033777.3_cds_NP_001027186.1_25798	lcl|NT_033777.3_cds_NP_001027187.1_25799
lcl|NT_037436.4_cds_NP_648103.1_19178	lcl|NT_037436.4_cds_NP_001261505.1_19179
lcl|NT_033777.3_cds_NP_651142.3_28223	lcl|NT_033777.3_cds_NP_732863.2_28224
lcl|NT_033777.3_cds_NP_001263047.1_29629	lcl|NT_033777.3_cds_NP_001263048.1_29630
lcl|NC_004353.4_cds_NP_524621.2_30566	lcl|NC_004353.4_cds_NP_726566.1_30567
lcl|NC_004353.4_cds_NP_524621.2_30566	lcl|NC_004353.4_cds_NP_995595.1_30568
lcl|NT_033779.5_cds_NP_001285703.1_7431	lcl|NT_033779.5_cds_NP_001285704.1_7432
lcl|NT_037436.4_cds_NP_612048.2_17482	lcl|NT_037436.4_cds_NP_728536.1_17483
lcl|NT_037436.4_cds_NP_612048.2_17482	lcl|NT_037436.4_cds_NP_728537.1_17484
lcl|NT_033779.5_cds_NP_599132.2_9729	lcl|NT_033779.5_cds_NP_523582.4_9730
lcl|NT_033778.4_cds_NP_001036451.1_11235	lcl|NT_033778.4_cds_NP_001036452.1_11236
lcl|NT_033778.4_cds_NP_652049.1_15776	lcl|NT_033778.4_cds_NP_001286637.1_15777
lcl|NT_033777.3_cds_NP_476651.1_29864	lcl|NT_033777.3_cds_NP_001287592.1_29865
lcl|NT_033779.5_cds_NP_724052.1_9977	lcl|NT_033779.5_cds_NP_724053.1_9978
lcl|NT_033779.5_cds_NP_724052.1_9977	lcl|NT_033779.5_cds_NP_001163000.1_9979
lcl|NT_033779.5_cds_NP_724052.1_9977	lcl|NT_033779.5_cds_NP_001163001.1_9980
lcl|NT_033777.3_cds_NP_651461.1_29115	lcl|NT_033777.3_cds_NP_001303484.1_29116
lcl|NC_004354.4_cds_NP_726754.1_392	lcl|NC_004354.4_cds_NP_001245462.1_393
lcl|NT_033779.5_cds_NP_609268.2_8042	lcl|NT_033779.5_cds_NP_001245948.1_8043
lcl|NT_033779.5_cds_NP_608501.1_5532	lcl|NT_033779.5_cds_NP_001285543.1_5533
lcl|NT_033779.5_cds_NP_608664.2_6025	lcl|NT_033779.5_cds_NP_001259917.1_6026
lcl|NT_033779.5_cds_NP_722766.1_5990	lcl|NT_033779.5_cds_NP_523455.2_5991
lcl|NT_033779.5_cds_NP_722766.1_5990	lcl|NT_033779.5_cds_NP_001259908.1_5992
lcl|NT_033779.5_cds_NP_722766.1_5990	lcl|NT_033779.5_cds_NP_001259909.1_5993
lcl|NT_033779.5_cds_NP_722766.1_5990	lcl|NT_033779.5_cds_NP_001259910.1_5994
lcl|NT_033778.4_cds_NP_523755.2_14469	lcl|NT_033778.4_cds_NP_001137674.2_14470
lcl|NT_033779.5_cds_NP_524686.3_6421	lcl|NT_033779.5_cds_NP_001285591.1_6422
lcl|NT_033777.3_cds_NP_524430.1_27610	lcl|NT_033777.3_cds_NP_001262801.1_27611
lcl|NC_004354.4_cds_NP_608450.1_5232	lcl|NC_004354.4_cds_NP_728413.1_5233
lcl|NT_033779.5_cds_NP_001036356.1_8966	lcl|NT_033779.5_cds_NP_001260411.1_8967
lcl|NT_037436.4_cds_NP_001137950.1_21006	lcl|NT_037436.4_cds_NP_001137951.1_21007
lcl|NT_037436.4_cds_NP_001137950.1_21006	lcl|NT_037436.4_cds_NP_001137952.1_21008
lcl|NC_004354.4_cds_NP_524738.1_2420	lcl|NC_004354.4_cds_NP_001259407.1_2421
lcl|NT_037436.4_cds_NP_788539.1_22159	lcl|NT_037436.4_cds_NP_001189130.1_22160
lcl|NT_033779.5_cds_NP_477106.1_10557	lcl|NT_033779.5_cds_NP_724240.1_10558
lcl|NT_033779.5_cds_NP_477106.1_10557	lcl|NT_033779.5_cds_NP_001286094.1_10559
lcl|NT_033777.3_cds_NP_476908.1_25519	lcl|NT_033777.3_cds_NP_731726.1_25520
lcl|NT_033777.3_cds_NP_476908.1_25519	lcl|NT_033777.3_cds_NP_001163597.1_25521
lcl|NT_033777.3_cds_NP_477308.1_27013	lcl|NT_033777.3_cds_NP_001138077.1_27014
lcl|NT_033777.3_cds_NP_477308.1_27013	lcl|NT_033777.3_cds_NP_001138078.1_27015
lcl|NT_033777.3_cds_NP_477308.1_27013	lcl|NT_033777.3_cds_NP_001138079.1_27016
lcl|NT_033777.3_cds_NP_477308.1_27013	lcl|NT_033777.3_cds_NP_732352.1_27017
lcl|NT_033777.3_cds_NP_477308.1_27013	lcl|NT_033777.3_cds_NP_001287395.1_27018
lcl|NT_033777.3_cds_NP_477308.1_27013	lcl|NT_033777.3_cds_NP_001303450.1_27019
lcl|NC_004354.4_cds_NP_001138165.1_1478	lcl|NC_004354.4_cds_NP_001259275.1_1479
lcl|NT_033779.5_cds_NP_476563.1_8740	lcl|NT_033779.5_cds_NP_001162952.1_8741
lcl|NT_033779.5_cds_NP_476563.1_8740	lcl|NT_033779.5_cds_NP_001260379.1_8742
lcl|NT_033778.4_cds_NP_611819.2_16708	lcl|NT_033778.4_cds_NP_001137745.2_16709
lcl|NT_033777.3_cds_NP_476867.1_30318	lcl|NT_033777.3_cds_NP_001263143.1_30319
lcl|NT_037436.4_cds_NP_649233.2_22515	lcl|NT_037436.4_cds_NP_730541.1_22516
lcl|NT_033777.3_cds_NP_650652.1_26801	lcl|NT_033777.3_cds_NP_001287381.1_26802
lcl|NT_033777.3_cds_NP_650652.1_26801	lcl|NT_033777.3_cds_NP_001287382.1_26803
lcl|NC_004354.4_cds_NP_511103.1_2332	lcl|NC_004354.4_cds_NP_001285071.1_2333
lcl|NT_037436.4_cds_NP_612095.3_17620	lcl|NT_037436.4_cds_NP_001261248.1_17621
lcl|NT_033779.5_cds_NP_610004.1_10521	lcl|NT_033779.5_cds_NP_001260611.1_10522
lcl|NT_033777.3_cds_NP_651668.1_29687	lcl|NT_033777.3_cds_NP_733265.1_29688
lcl|NT_037436.4_cds_NP_648338.1_19940	lcl|NT_037436.4_cds_NP_729517.1_19941
lcl|NT_037436.4_cds_NP_648338.1_19940	lcl|NT_037436.4_cds_NP_729518.1_19942
lcl|NT_037436.4_cds_NP_648338.1_19940	lcl|NT_037436.4_cds_NP_001261636.1_19943
lcl|NT_033777.3_cds_NP_524241.1_23787	lcl|NT_033777.3_cds_NP_001287189.1_23788
lcl|NT_033779.5_cds_NP_477001.2_8361	lcl|NT_033779.5_cds_NP_001260318.1_8362
lcl|NT_033777.3_cds_NP_001287491.1_28352	lcl|NT_033777.3_cds_NP_732914.2_28353
lcl|NT_033777.3_cds_NP_001287491.1_28352	lcl|NT_033777.3_cds_NP_001287492.1_28354
lcl|NT_033777.3_cds_NP_652260.1_29220	lcl|NT_033777.3_cds_NP_001287546.1_29221
lcl|NT_033777.3_cds_NP_652260.1_29220	lcl|NT_033777.3_cds_NP_001287547.1_29222
lcl|NC_004354.4_cds_NP_572839.1_3033	lcl|NC_004354.4_cds_NP_001285170.1_3034
lcl|NT_033779.5_cds_NP_608909.1_6841	lcl|NT_033779.5_cds_NP_001285613.1_6842
lcl|NT_033779.5_cds_NP_608909.1_6841	lcl|NT_033779.5_cds_NP_001285614.1_6843
lcl|NC_004354.4_cds_NP_608347.1_4918	lcl|NC_004354.4_cds_NP_001245765.1_4919
lcl|NC_004354.4_cds_NP_572728.1_2719	lcl|NC_004354.4_cds_NP_001303568.1_2720
lcl|NT_033778.4_cds_NP_652397.1_12650	lcl|NT_033778.4_cds_NP_788298.1_12651
lcl|NT_033778.4_cds_NP_652397.1_12650	lcl|NT_033778.4_cds_NP_001286268.1_12652
lcl|NT_033778.4_cds_NP_652397.1_12650	lcl|NT_033778.4_cds_NP_001286269.1_12653
lcl|NT_033779.5_cds_NP_477140.1_7031	lcl|NT_033779.5_cds_NP_001260109.1_7032
lcl|NT_037436.4_cds_NP_001137931.1_20157	lcl|NT_037436.4_cds_NP_524020.2_20158
lcl|NC_004354.4_cds_NP_001162783.1_4458	lcl|NC_004354.4_cds_NP_001162786.1_4465
lcl|NT_037436.4_cds_NP_728689.2_17873	lcl|NT_037436.4_cds_NP_728688.2_17874
lcl|NC_004354.4_cds_NP_569857.1_177	lcl|NC_004354.4_cds_NP_726698.1_178
lcl|NC_004354.4_cds_NP_569857.1_177	lcl|NC_004354.4_cds_NP_726699.1_179
lcl|NT_033779.5_cds_NP_001245901.2_7017	lcl|NT_033779.5_cds_NP_001285644.1_7018
lcl|NT_033777.3_cds_NP_650352.1_25923	lcl|NT_033777.3_cds_NP_731894.1_25924
lcl|NT_033777.3_cds_NP_650352.1_25923	lcl|NT_033777.3_cds_NP_001247097.1_25925
lcl|NT_033777.3_cds_NP_650352.1_25923	lcl|NT_033777.3_cds_NP_001287325.1_25926
lcl|NC_004354.4_cds_NP_572663.1_2545	lcl|NC_004354.4_cds_NP_001285098.1_2546
lcl|NT_037436.4_cds_NP_648083.1_19127	lcl|NT_037436.4_cds_NP_001163366.1_19128
lcl|NT_033779.5_cds_NP_001036339.1_6861	lcl|NT_033779.5_cds_NP_001285618.1_6862
lcl|NT_033778.4_cds_NP_001097399.1_16099	lcl|NT_033778.4_cds_NP_001097400.1_16100
lcl|NT_033778.4_cds_NP_001097399.1_16099	lcl|NT_033778.4_cds_NP_611596.1_16101
lcl|NT_033778.4_cds_NP_001097399.1_16099	lcl|NT_033778.4_cds_NP_001163240.1_16102
lcl|NT_033778.4_cds_NP_001097399.1_16099	lcl|NT_033778.4_cds_NP_001163241.1_16103
lcl|NT_037436.4_cds_NP_524157.2_22119	lcl|NT_037436.4_cds_NP_730390.1_22120
lcl|NT_037436.4_cds_NP_524157.2_22119	lcl|NT_037436.4_cds_NP_788527.1_22121
lcl|NT_033777.3_cds_NP_650134.1_25329	lcl|NT_033777.3_cds_NP_001262490.1_25330
lcl|NT_033777.3_cds_NP_476640.1_29463	lcl|NT_033777.3_cds_NP_001287569.1_29464
lcl|NC_004354.4_cds_NP_525062.2_862	lcl|NC_004354.4_cds_NP_001259204.1_863
lcl|NT_033777.3_cds_NP_524491.1_28719	lcl|NT_033777.3_cds_NP_001262933.1_28720
lcl|NT_033779.5_cds_NP_523573.1_9560	lcl|NT_033779.5_cds_NP_723907.1_9561
lcl|NT_033779.5_cds_NP_523573.1_9560	lcl|NT_033779.5_cds_NP_723908.2_9562
lcl|NT_033779.5_cds_NP_001137769.2_6103	lcl|NT_033779.5_cds_NP_995614.1_6104
lcl|NC_004354.4_cds_NP_572729.1_2721	lcl|NC_004354.4_cds_NP_001303554.1_2722
lcl|NT_033778.4_cds_NP_610345.1_11987	lcl|NT_033778.4_cds_NP_001286180.1_11988
lcl|NT_033777.3_cds_NP_651143.2_28226	lcl|NT_033777.3_cds_NP_001287483.1_28227
lcl|NT_033777.3_cds_NP_651143.2_28226	lcl|NT_033777.3_cds_NP_001287484.1_28228
lcl|NT_037436.4_cds_NP_523968.1_19425	lcl|NT_037436.4_cds_NP_001261559.1_19426
lcl|NT_033777.3_cds_NP_649821.2_24423	lcl|NT_033777.3_cds_NP_001262384.1_24424
lcl|NT_033777.3_cds_NP_649821.2_24423	lcl|NT_033777.3_cds_NP_001287241.1_24425
lcl|NT_033777.3_cds_NP_001287532.1_29013	lcl|NT_033777.3_cds_NP_651424.3_29014
lcl|NC_004354.4_cds_NP_727651.2_3052	lcl|NC_004354.4_cds_NP_001285175.1_3053
lcl|NT_033778.4_cds_NP_001334713.1_11906	lcl|NT_033778.4_cds_NP_001334714.1_11907
lcl|NT_033778.4_cds_NP_001334713.1_11906	lcl|NT_033778.4_cds_NP_652013.1_11908
lcl|NT_033779.5_cds_NP_608677.1_6075	lcl|NT_033779.5_cds_NP_722803.1_6076
lcl|NT_033779.5_cds_NP_608677.1_6075	lcl|NT_033779.5_cds_NP_001259932.1_6077
lcl|NT_033779.5_cds_NP_608677.1_6075	lcl|NT_033779.5_cds_NP_001259933.1_6078
lcl|NT_033778.4_cds_NP_724490.1_11463	lcl|NT_033778.4_cds_NP_610227.2_11464
lcl|NT_033778.4_cds_NP_724490.1_11463	lcl|NT_033778.4_cds_NP_001246150.1_11465
lcl|NT_037436.4_cds_NP_728830.1_18231	lcl|NT_037436.4_cds_NP_728831.1_18232
lcl|NT_033777.3_cds_NP_001097759.1_25532	lcl|NT_033777.3_cds_NP_650221.1_25533
lcl|NT_033779.5_cds_NP_001027307.1_10921	lcl|NT_033779.5_cds_NP_001027312.1_10926
lcl|NT_033779.5_cds_NP_001027307.1_10921	lcl|NT_033779.5_cds_NP_001027317.1_10931
lcl|NT_033779.5_cds_NP_001027307.1_10921	lcl|NT_033779.5_cds_NP_001027322.1_10936
lcl|NT_033779.5_cds_NP_001027307.1_10921	lcl|NT_033779.5_cds_NP_001027327.1_10941
lcl|NT_037436.4_cds_NP_647915.1_18635	lcl|NT_037436.4_cds_NP_729013.1_18636
lcl|NC_004354.4_cds_NP_572548.1_2182	lcl|NC_004354.4_cds_NP_001285043.1_2183
lcl|NT_033779.5_cds_NP_608967.1_7025	lcl|NT_033779.5_cds_NP_001285647.1_7026
lcl|NT_033778.4_cds_NP_611390.2_15429	lcl|NT_033778.4_cds_NP_725843.1_15430
lcl|NT_033779.5_cds_NP_609970.4_10425	lcl|NT_033779.5_cds_NP_001260583.1_10426
lcl|NT_037436.4_cds_NP_648310.1_19868	lcl|NT_037436.4_cds_NP_648309.1_19869
lcl|NT_037436.4_cds_NP_648310.1_19868	lcl|NT_037436.4_cds_NP_729487.1_19870
lcl|NT_037436.4_cds_NP_648310.1_19868	lcl|NT_037436.4_cds_NP_729488.1_19871
lcl|NC_004354.4_cds_NP_572220.1_1227	lcl|NC_004354.4_cds_NP_726993.1_1228
lcl|NC_004354.4_cds_NP_572220.1_1227	lcl|NC_004354.4_cds_NP_726994.1_1229
lcl|NC_004354.4_cds_NP_572220.1_1227	lcl|NC_004354.4_cds_NP_726995.1_1230
lcl|NC_004354.4_cds_NP_572220.1_1227	lcl|NC_004354.4_cds_NP_001284890.1_1231
lcl|NT_033778.4_cds_NP_611861.1_16844	lcl|NT_033778.4_cds_NP_726392.1_16845
lcl|NT_033777.3_cds_NP_731172.2_24145	lcl|NT_033777.3_cds_NP_001246966.1_24146
lcl|NT_033777.3_cds_NP_651692.2_29767	lcl|NT_033777.3_cds_NP_001263068.1_29768
lcl|NT_033777.3_cds_NP_652181.1_24240	lcl|NT_033777.3_cds_NP_001246977.1_24241
lcl|NT_033777.3_cds_NP_652181.1_24240	lcl|NT_033777.3_cds_NP_001246978.1_24242
lcl|NT_033777.3_cds_NP_652181.1_24240	lcl|NT_033777.3_cds_NP_001262362.1_24243
lcl|NT_033777.3_cds_NP_524507.1_29085	lcl|NT_033777.3_cds_NP_001262980.1_29086
lcl|NT_033777.3_cds_NP_524519.1_29238	lcl|NT_033777.3_cds_NP_001262997.1_29239
lcl|NC_004354.4_cds_NP_608339.2_4891	lcl|NC_004354.4_cds_NP_001285453.1_4892
lcl|NT_037436.4_cds_NP_649249.2_22553	lcl|NT_037436.4_cds_NP_001287131.2_22554
lcl|NT_033777.3_cds_NP_001350863.1_29263	lcl|NT_033777.3_cds_NP_652744.2_29264
lcl|NT_037436.4_cds_NP_648345.1_19961	lcl|NT_037436.4_cds_NP_001287010.1_19962
lcl|NT_033777.3_cds_NP_649451.1_23301	lcl|NT_033777.3_cds_NP_001303457.1_23302
lcl|NT_033777.3_cds_NP_730978.1_23688	lcl|NT_033777.3_cds_NP_730979.1_23689
lcl|NT_033777.3_cds_NP_730978.1_23688	lcl|NT_033777.3_cds_NP_001262294.1_23690
lcl|NT_033777.3_cds_NP_730978.1_23688	lcl|NT_033777.3_cds_NP_001287184.1_23691
lcl|NC_004354.4_cds_NP_572383.1_1689	lcl|NC_004354.4_cds_NP_001259308.1_1690
lcl|NC_004354.4_cds_NP_569983.1_586	lcl|NC_004354.4_cds_NP_001259177.1_587
lcl|NC_004354.4_cds_NP_569983.1_586	lcl|NC_004354.4_cds_NP_001259178.1_588
